AttemptID;SegmentId;TotalDuration_s;AverageAngle_deg;TimeLookingAway_s;PercentTimeLookingAway;ReorientationCount;EndedInDeath;TargetPlatform
6;JetpackSegment_38;1.488065;13.0077;0.1436582;0.09654025;0;0;TargetAnchor5
6;JetpackSegment_39;1.795622;11.55046;0.07484999;0.04168472;0;0;TargetAnchor6
6;JetpackSegment_40;1.605204;9.471256;0;0;0;0;TargetAnchor7
7;JetpackSegment_42;1.108603;15.50739;0.0465845;0.04202092;0;1;TargetAnchor1
7;JetpackSegment_43;1.142543;23.90096;0.2498415;0.2186714;0;0;TargetAnchor2
7;JetpackSegment_44;1.008077;5.740776;0;0;0;0;TargetAnchor3
7;JetpackSegment_45;1.765703;13.39464;0.2574898;0.1458285;0;0;TargetAnchor4
7;JetpackSegment_46;1.744177;11.89358;0.2617512;0.1500715;0;0;TargetAnchor5
7;JetpackSegment_47;1.799602;7.904105;0.08005799;0.04448651;0;0;TargetAnchor6
7;JetpackSegment_48;1.682188;11.01979;0;0;0;0;TargetAnchor7
8;JetpackSegment_50;1.064558;13.33707;0;0;0;1;TargetAnchor1
8;JetpackSegment_51;1.115774;17.60533;0;0;0;0;TargetAnchor2
8;JetpackSegment_52;1.197888;9.104647;0.0521578;0.04354148;0;0;TargetAnchor3
8;JetpackSegment_53;1.734577;11.72202;0.2303196;0.1327814;0;0;TargetAnchor4
8;JetpackSegment_54;1.674649;21.09712;0.3566379;0.2129628;0;0;TargetAnchor5
8;JetpackSegment_55;1.818982;9.650338;0.1602123;0.08807799;0;0;TargetAnchor6
8;JetpackSegment_56;1.55827;6.387241;0;0;0;0;TargetAnchor7
9;JetpackSegment_58;0.8922856;18.66925;0;0;0;1;TargetAnchor1
9;JetpackSegment_59;1.111339;13.72489;0;0;0;0;TargetAnchor2
9;JetpackSegment_60;1.11044;10.10567;0;0;0;0;TargetAnchor3
9;JetpackSegment_61;1.65241;7.828932;0.0531294;0.03215268;0;0;TargetAnchor4
9;JetpackSegment_62;1.354825;7.111347;0;0;0;0;TargetAnchor5
9;JetpackSegment_63;1.547167;5.373725;0;0;0;0;TargetAnchor6
9;JetpackSegment_64;1.597853;5.862511;0;0;0;0;TargetAnchor7
10;JetpackSegment_66;0.9821768;9.493592;0;0;0;1;TargetAnchor1
10;JetpackSegment_67;0.9990999;12.75627;0;0;0;0;TargetAnchor2
10;JetpackSegment_68;1.356499;17.91208;0.2674082;0.1971312;0;0;TargetAnchor3
10;JetpackSegment_69;1.527343;7.436543;0;0;0;0;TargetAnchor4
10;JetpackSegment_70;1.347039;11.77854;0;0;0;0;TargetAnchor5
10;JetpackSegment_71;1.533774;5.81172;0;0;0;0;TargetAnchor6
10;JetpackSegment_72;1.727483;7.426096;0;0;0;0;TargetAnchor7
