AttemptID;SegmentId;TargetPlatform;LandingOffset_m;LandingOffset_Forward_m;LandingOffset_Side_m;SafetyMargin_m;VerticalSpeed_mps;ApproachAngle_deg;MicroCorrections_0_5s;PreLandingHorizontalJitter;PostStabilizationTime_s;PostLandingDrift_m;LandingFailed;PostLandingFall;LandingType
15;LandingSegment_21;TargetAnchor1;0.907982;-0.8262634;-0.3764572;1.93577;-8.610983;0;0;0.5763733;0.5487671;0.3978983;0;0;CleanLanding
15;LandingSegment_22;TargetAnchor2;2.021147;2.020477;0.0520401;1.309121;-10.19208;0;0;0.4597341;0.5549316;0.3728127;0;0;CleanLanding
15;LandingSegment_23;TargetAnchor3;4.038264;-3.180428;2.488464;0;-10.19208;0;0;0.8971788;0;0;1;1;OverShoot
16;LandingSegment_24;TargetAnchor1;24.17021;0.09210205;24.17003;0;-10.19208;0;0;0;0;0;1;1;LeftSideFall
17;LandingSegment_25;TargetAnchor1;1.652465;-0.7579651;1.468376;1.232264;-8.857848;0;0;0.3896778;0.5631104;0.391213;0;0;CleanLanding
17;LandingSegment_26;TargetAnchor2;3.13379;1.64534;2.667114;0.2819731;-7.997508;0;0;0.7099082;1.189087;2.483903;0;0;EdgeLanding
17;LandingSegment_27;TargetAnchor3;5.286952;5.084763;-1.44812;0;-7.997508;0;0;0.1510928;0;0;1;1;UnderShoot
18;LandingSegment_28;TargetAnchor1;2.215719;-2.202667;0.2401428;0.6020749;-4.617379;0;0;0.568589;0.9570923;4.89419;0;0;CleanLanding
18;LandingSegment_29;TargetAnchor2;1.583248;0.09959412;1.580112;1.906913;-8.727203;0;0;1.342378;1.112732;2.506074;0;0;CleanLanding
18;LandingSegment_30;TargetAnchor3;2.054562;1.660866;1.209442;1.067591;-10.51868;0;0;0;1.251282;2.270008;0;0;CleanLanding
18;LandingSegment_31;TargetAnchor4;0.6146566;0.1136551;0.6040573;2.359272;-12.70532;0;0;0.1380017;0.5450439;0.3646927;0;0;CleanLanding
18;LandingSegment_32;TargetAnchor5;1.881375;1.390091;-1.267761;0.837079;-9.317572;0;0;1.423367;0.5512085;0.350147;0;0;CleanLanding
18;LandingSegment_33;TargetAnchor6;2.774103;0.9823761;-2.594337;0;-11.22458;0;0;0.2098193;0.6777954;1.253335;1;0;MissedPlatform_Standing
18;LandingSegment_34;TargetAnchor7;0.9085846;0.6758122;0.6072922;1.950162;-9.956991;0;0;0.601485;0.5654297;0.390717;0;0;CleanLanding
18;LandingSegment_35;TargetAnchor8;3.762666;-3.590062;1.126549;0;-22.59133;0;0;0.6979863;0.5317993;0.2243144;1;0;MissedPlatform_Standing
